Item #,Item Title,Collection,Product Type,WebDescription,Unit Price,MSRP,Image
TWOB3003F,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 3/8 ctw.",,699,TWOB3003F.jpg
TWOB3004B,14K Diamond Wedding Band,Twogether,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 18 sparkling diamonds. Total diamond weight is 1/6.",,548.625,TWOB3004B.jpg
TWOB3011,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/15 ctw.",,300,TWOB3011.jpg
TWOB3012A,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/6 ctw.",,552.0597,TWOB3012A.jpg
TWOB3013B,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/6 ctw.",,349,TWOB3013B.jpg
TWOB3014A,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/7 ctw.",,349,TWOB3014A.jpg
TWOB3015,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,349,TWOB3015.jpg
TWOB3015B,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/5 ctw.",,500,TWOB3015B.jpg
TWOB3015C,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,598.8,TWOB3015C.jpg
TWOB3015D,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,600,TWOB3015D.jpg
TWOB3016A,14K Diamond Wedding Band,Twogether,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,400,TWOB3016A.jpg
WB5509E,14K Diamond Engagement Ring 7/8 ctw,Bridal Bells,Engagement Ring,This beautiful Bridal Bells ring is crafted with 62 round and baugette diamonds to dazzle those around you. The ring is crafted out of14 karat white gold with a total diamond weight of 7/8 ctw.,,2749,WB5509E.jpg
WB5509EC,14K Diamond Engagement Ring 7/8 ctw with 3/4 ct Center,Bridal Bells,Engagement Ring,This beautiful Bridal Bells ring is crafted with 62 round and baugette diamonds to dazzle those around you. The ring is crafted out of14 karat white gold with a total diamond weight of 7/8 ctw and a 3/4 ct P/cut Center diamond,,5999,WB5509EC.jpg
WB5559E,14K Diamond Engagement Ring 1/5 ctw,Bridal Bells,Engagement Ring,"This simply gorgeous bridal ring is crafted to enhance the elegance of the statement center diamond. With a total diamond weight of 1/5ctw, this 14 karat gold ring is bound to dazzle those around you.",,899,WB5559E.jpg
WB5559EC,14K Diamond Engagement Ring 1/5 ctw with 1/2 ct Center,Bridal Bells,Engagement Ring,"This simply gorgeous bridal ring is crafted to enhance the elegance of the statement 1/2 ct center diamond. With a total diamond weight of 1/5ctw, this 14 karat gold ring is bound to dazzle those around you.",,2499,WB5559EC.jpg
WB5559W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,949,WB5559W.jpg
WB5563E,14K Diamond Engagement Ring 1/3 ctw,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/4 ctw, this 14 karat gold delicate bridal ring with a halo is crafted with diamonds to dazzle those around you.",,1449,WB5563E.jpg
WB5563EC,14K Diamond Engagement Ring 1/3 ctw with 1/2 ct Center,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/4 ctw, this 14 karat gold delicate bridal ring with a halo is crafted with diamonds to dazzle those around you. Features 1/2 ct at center",,2999,WB5563EC.jpg
WB5565E,14K Diamond Engagement Ring 5/8 ctw,Bridal Bells,Engagement Ring,"With a total diamond weight of 5/8 ctw, this 14 karat gold delicate split-shank bridal ring with a halo is crafted with diamonds to dazzle those around you.",,2199,WB5565E.jpg
WB5565EC,14K Diamond Engagement Ring 5/8 ctw With 1/2 ct Center Diamond,Bridal Bells,Engagement Ring,"With a total diamond weight of 5/8 ctw, this 14 karat gold delicate split-shank bridal ring with a halo is crafted with diamonds to dazzle those around you. Features 1/2 ct diamond at center.",,3699,WB5565EC.jpg
WB5582E,14K Diamond Engagement Ring 1/5 ctw,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/5 ctw, this 14 karat gold delicate bridal ring is crafted with diamonds to dazzle those around you.",,999,WB5582E.jpg
WB5582EC,14K Diamond Engagement Ring 1/5 ctw with 1/2 ct Center,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/5 ctw, this 14 karat gold delicate bridal ring is crafted with diamonds to dazzle those around you and has 1/2 diamond in center.",,2599,WB5582EC.jpg
WB5601EC,14K Diamond Engagement Ring 3/8 ctw Complete,Bridal Bells,Engagement Ring,"With a total diamond weight of 3/8 ctw, this 14 karat gold delicate bridal ring is crafted with diamonds to dazzle those around you.",,1349,WB5601EC.jpg
WB5601W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/10 ctw.",,499,WB5601W.jpg
WB5607BW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with  14 karat gold and diamonds, the total diamond weight is 3/8 ctw.",,899,WB5607BW.jpg
WB5608BW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,699,WB5608BW.jpg
WB5609BW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with14 karat gold and diamonds, the total diamond weight is 1/7 ctw.",,599,WB5609BW.jpg
WB5610BW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/5 ctw.",,649,WB5610BW.jpg
WB5622E,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/4 ctw, this 14 karat gold delicate bridal ring with a halo is crafted with diamonds to dazzle those around you.",,1199,WB5622E.jpg
WB5622EC,14K Diamond Engagement Ring 1/4 ctw with 1/3 ct Center,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/4 ctw, this 14 karat gold delicate bridal ring with a halo is crafted with diamonds to dazzle those around you. Features 1/3 ct center diamond.",,1999,WB5622EC.jpg
WB5622W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/8 ctw.",,699,WB5622W.jpg
WB5628E,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,"With a total diamond weight of 1/4 ctw, this 14 karat gold delicate bridal ring with a halo is crafted with diamonds to dazzle those around you.",,1099,WB5628E.jpg
WB5628W,14K Diamond Band 1/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with  14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,799,WB5628W.jpg
WB5635EC,14K Diamond Engagement Ring 3/8 ctw Complete,Bridal Bells,Engagement Ring,"With a total diamond weight of 3/8 ctw, this 14 karat gold bridal ring is crafted with diamonds to dazzle those around you.",,1599,WB5635EC.jpg
WB5643E,14K Diamond Engagement Ring 3/8 ctw,Bridal Bells,Engagement Ring,"This marquise shaped bridal ring sits both delicate and elegantly. With a total diamond weight of 3/8 ctw, this 14 karat gold ring is crafted with diamonds to dazzle those around you.",,1449,WB5643E.jpg
WB5643EC,14K Diamond Engagement Ring 3/8 ctw with 1/3 ct Mq Center,Bridal Bells,Engagement Ring,"This marquise shaped bridal ring sits both delicate and elegantly. With a total diamond weight of 3/8 ctw, this 14 karat gold ring is crafted with diamonds to dazzle those around you. Features 1/3 ct Mq diamond at center.",,2199,WB5643EC.jpg
WB5644AW,14K Diamond 11 Stone Prong Set Band 1/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/4 ctw.",,599,WB5644AW.jpg
WB5644BW,14K Diamond 11 Stone Prong Set Band 1/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/4 ctw.",,598.8,WB5644BW.jpg
WB5644WB,14K Diamond 11 Stone Prong Set Band 1/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/4 ctw.",,,WB5644WB.jpg
WB5645AW,14K Diamond 11 Stone Common Prong Set Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/3 ctw.",,799,WB5645AW.jpg
WB5645BR,14KP Diamond 11 Stone Common Prong Set Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/3 ctw.",,699,WB5645BR.jpg
WB5645BW,14K Diamond 11 Stone Common Prong Set Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/3 ctw.",,699,WB5645BW.jpg
WB5645BY,14KY Diamond 11 Stone Common Prong Set Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/3 ctw.",,699,WB5645BY.jpg
WB5646AW,14K Diamond 11 Stone Prong Set Band 1/2 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/2 ctw.",,1098.9524,WB5646AW.jpg
WB5646BR,14KP Diamond 11 Stone Prong Set Band 1/2 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/2 ctw.",,899,WB5646BR.jpg
WB5646BW,14K Diamond 11 Stone Prong Set Band 1/2 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/2 ctw.",,899,WB5646BW.jpg
WB5646BY,14KY Diamond 11 Stone Prong Set Band 1/2 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/2 ctw.",,899,WB5646BY.jpg
WB5646WB,14K Diamond 11 Stone Prong Set Band 1/2 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1/2 ctw.",,0,WB5646WB.jpg
WB5647AW,14K Diamond 11 Stone Prong Set Band 3/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 3/4 ctw.",,1699.1053,WB5647AW.jpg
WB5647BW,14K Diamond 11 Stone Prong Set Band 3/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 3/4 ctw.",,1499,WB5647BW.jpg
WB5647WA,14K Diamond 10 Stone Common Prong Set Band 3/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 3/4 ctw.",,1700,WB5647WA.jpg
WB5647WB,14K Diamond 11 Stone Prong Set Band 3/4 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 3/4 ctw.",,0,WB5647WB.jpg
WB5648AW,14K Diamond 11 Stone Prong Set Band 1 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1 ctw.",,2199.0435,WB5648AW.jpg
WB5648BW,14K Diamond 11 Stone Prong Set Band 1 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1 ctw.",,1799,WB5648BW.jpg
WB5648WB,14K Diamond 11 Stone Prong Set Band 1 ctw,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 11 stones embedded in 14 karat gold , the total diamond weight is 1 ctw.",,,WB5648WB.jpg
WB5655BW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 3/8 ctw.",,899,WB5655BW.jpg
WB5655W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with  14 karat gold and diamonds, the total diamond weight is 3/8 ctw.",,0,WB5655W.jpg
WB5656AW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/4 ctw. Clarity is SI3.",,899,WB5656AW.jpg
WB5656BW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/4 ctw. Clarity is I1.",,799,WB5656BW.jpg
WB5665E,14K Diamond Engagement Ring 1 ctw,Bridal Bells,Engagement Ring,"With a total diamond weight of 1 ctw, this 14 karat gold bridal ring is crafted with diamonds to dazzle those around you. Does not include center stone.",,2999,WB5665E.jpg
WB5665W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 7 stones embedded in 14 karat gold , the total diamond weight is 1/4 ctw.",,749,WB5665W.jpg
WB5667E,14K Diamond Engagement Ring 1 ctw,Bridal Bells,Engagement Ring,"This stunning 1 carat total weight ring, with 20 diamonds set in 14 karat gold, celebrates the declaration of your love. Does not include center stone.",,3199,WB5667E.jpg
WB5667EC,14K Diamond Engagement Ring 1 ctw With 1 ct Center Diamond,Bridal Bells,Engagement Ring,"This stunning 1 ctw ring, with a 1 ct center and 20 diamonds set in 14 karat gold, celebrates the declaration of your love.",,9899,WB5667EC.jpg
WB5667W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 7 stones embedded in 14 karat gold , the total diamond weight is 3/8 ctw.",,1249,WB5667W.jpg
WB5680EC,14K Diamond Engagement Ring 1/3 ctw Complete,Bridal Bells,Engagement Ring,This beautiful Bridal Bells ring is crafted with 44 round diamonds surrounding a lovely princess cut center diamond to dazzle those around you. The ring is crafted out of 14 karat white gold with a total diamond weight of 1/3 ctw.,,1199,WB5680EC.jpg
WB5680W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 21 stones embedded in 14 karat gold , the total diamond weight is 1/10 ctw.",,599,WB5680W.jpg
WB5689E,14K Diamond Engagement Ring 1/2 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring with a halo is crafted with 32 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a diamond weight of 1/2 ctw. Does not include center stone.,,1699,WB5689E.jpg
WB5689EC,14K Diamond Engagement Ring 1/2 ctw With 1/2 ct Center.,Bridal Bells,Engagement Ring,"This split-shank bridal ring with a halo is crafted with 32 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw, along with a 1/2 ct Center stone.",,3199,WB5689EC.jpg
WB5689W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 21 stones embedded in 14 karat gold , the total diamond weight is 1/8 ctw.",,549,WB5689W.jpg
WB5707EC,14K Diamond Engagement Ring 1/4 ctw Complete,Bridal Bells,Engagement Ring,This split-shank Complete Engagement ring is crafted with 45 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw.,,799,WB5707EC.jpg
WB5707W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 20 stones embedded in 14 karat gold , the total diamond weight is 1/15 ctw.",,449,WB5707W.jpg
WB5708 EC,14K Diamond Ring 1/4 ctw Complete,Bridal Bells,Engagement Ring,This split-shank Complete bridal ring with a halo is crafted with 32 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw.,,799,WB5708 EC.jpg
WB5708W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 20 stones embedded in 14 karat gold , the total diamond weight is 1/15 ctw.",,449,WB5708W.jpg
WB5709EC,14K Diamond Ring 1/4 ctw Complete,Bridal Bells,Engagement Ring,This Complete bridal ring with a halo is crafted with 44 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw.,,799,WB5709EC.jpg
WB5709W,14K Diamond Band,Bridal Bells,Anniversary Band,"Say “I do” with the elegance of this wedding band. Crafted with 21 stones embedded in 14 karat gold , the total diamond weight is 1/15 ctw.",,449,WB5709W.jpg
WB5710EC,14K Diamond Ring 1/4 ctw Complete,Bridal Bells,Engagement Ring,This Complete bridal ring is crafted with 29 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/4 ctw.,,799,WB5710EC.jpg
WB5710W,14K Diamond Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 20 stones embedded in 14 karat gold , the total diamond weight is 1/15 ctw.",,449,WB5710W.jpg
WB5716E,14K Diamond Engagement Ring 5/8 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring with a halo is crafted with 52 diamonds to dazzle those around you. The ring is crafted out of 14K gold and has a diamond weight of 5/8 ctw. Does not include center stone.,,2199,WB5716E.jpg
WB5716EC,14K Diamond Engagement Ring 5/8 ctw With 3/4 ct Center,Bridal Bells,Engagement Ring,This split-shank bridal ring with a halo is crafted with 52 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 5/8 ctw & 3/4 ct center diamond.,,5499,WB5716EC.jpg
WB5716W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 20 stones embedded in 14 karat gold , the total diamond weight is 1/5 ctw.",,999,WB5716W.jpg
WB5717AW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 3/8 ctw.",,1149,WB5717AW.jpg
WB5718AW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,899,WB5718AW.jpg
WB5719AW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/7 ctw.",,748.9286,WB5719AW.jpg
WB5720AW,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/5 ctw.",,749,WB5720AW.jpg
WB5721W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 3/8 ctw.",,1099,WB5721W.jpg
WB5722W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Our destiny bands are wedding bands destined to fit almost any engagement ring. Crafted with 14 karat gold and diamonds, the total diamond weight is 1/4 ctw.",,899,WB5722W.jpg
WB5727E,14K Diamond Engagement Ring 3/4 ctw,Bridal Bells,Engagement Ring,"This stunning bridal Halo ring is crafted with 58 diamonds to dazzle those around you. With both round and princess cut diamonds set in 14K gold, this ring has a diamond weight of 3/4 ctw. Does not include center stone.",,3199,WB5727E.jpg
WB5727EC,14K Diamond Engagement Ring 3/4 ctw with 1 ct Center,Bridal Bells,Engagement Ring,"This interesting bridal ring with a halo is crafted with 58 diamonds to dazzle those around you. With both round and princess cut diamond set in 14 karat gold, this ring has a total diamond weight of 3/4 ctw with 1 ct diamond at center.",,9899,WB5727EC.jpg
WB5729E,14K Diamond Engagement Ring 1/2 ctw,Bridal Bells,Engagement Ring,This delicate bridal ring with a halo is crafted with 32 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw. Does not include center stone.,,1999,WB5729E.jpg
WB5729EC,14K Diamond Engagement Ring 1/2 ctw With 1 ct Center,Bridal Bells,Engagement Ring,This delicate bridal ring with a halo is crafted with 32 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw & 1 ct center diamond.,,8799,WB5729EC.jpg
WB5729W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 20 stones embedded in 14 karat gold , the total diamond weight is 1/4 ctw.",,999,WB5729W.jpg
WB5731E,14K Diamond Engagement Ring 1/2 ctw,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 110 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw. Does not include center stone.,,1999,WB5731E.jpg
WB5731EC,14K Diamond Engagement Ring 1/2 ctw With 3/4 ct Center,Bridal Bells,Engagement Ring,This split-shank bridal ring is crafted with 110 diamonds to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw & 3/4 ct Center stone.,,5299,WB5731EC.jpg
WB5731W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 27 stones embedded in 14 karat gold , the total diamond weight is 1/5 ctw.",,799,WB5731W.jpg
WB5732E,14K Diamond Engagement Ring 1/2 ctw,Bridal Bells,Engagement Ring,This bridal ring is crafted with 36 diamonds embedded in the band to dazzle those around you. The ring is crafted out of 14K gold and has a total diamond weight of 1/2 ctw. Does not include center stone.,,1749,WB5732E.jpg
WB5732EC,14K Diamond Engagement Ring 1/2 ctw with 1 ct Center,Bridal Bells,Engagement Ring,This bridal ring is crafted with 36 diamonds embedded in the band to dazzle those around you. The ring is crafted out of 14 karat gold and has a total diamond weight of 1/2 ctw & has 1 ct center stone.,,8599,WB5732EC.jpg
WB5732W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 44 stones embedded on the side of this 14 karat gold band, the total diamond weight is 1/3 ctw.",,1149,WB5732W.jpg
WB5739E,14K Diamond Engagement Ring 1/5 ctw,Bridal Bells,Engagement Ring,This Bridal Bells ring is crafted with 30 diamonds to dazzle those around you. The ring is crafted out of 14K White Gold. Total diamond weight is 1/5 Ctw. Does not include center stone.,,1399,WB5739E.jpg
WB5739EC,14K Diamond Engagement Ring 1/5 ctw with 1/2 ct Center,Bridal Bells,Engagement Ring,This Bridal Bells ring is crafted with 30 diamonds to dazzle those around you. The ring is crafted out of 14 karat White Gold. Total diamond weight is 1/5 Ctw and has a beautiful 1/2 ct Mq Center.,,2999,WB5739EC.jpg
WB5742E,14K Diamond Engagement Ring 1 ctw,Bridal Bells,Engagement Ring,This Bridal Bells ring is crafted with 28 diamonds to dazzle those around you. The ring is crafted out of 14K White Gold. Total diamond weight is 1 Ctw. Does not include center stone.,,3099,WB5742E.jpg
WB5742EC,14K Diamond Engagement Ring 1 ctw with 3/4 ct Center,Bridal Bells,Engagement Ring,This Bridal Bells ring is crafted with 28 diamonds to dazzle those around you. The ring is crafted out of 14 karat White Gold. Total diamond weight is 1 Ctw and has 3/4 ct Princess Cut Center diamond.,,6299,WB5742EC.jpg
WB5760E,14K Diamond Engagement Ring 3/4 ctw Complete,Bridal Bells,Engagement Ring,This Bridal Bells Complete ring is crafted with 53 diamonds to dazzle those around you. The ring is crafted out of 14 karat White Gold. Total diamond weight is 3/4 Ctw.,,1999,WB5760E.jpg
WB5761E,14K Diamond Engagement Ring 1/2 ctw Complete,Bridal Bells,Engagement Ring,This Bridal Bells Complete ring is crafted with 108 diamonds to dazzle those around you. The ring is crafted out of 14 karat White Gold. Total diamond weight is 1/2 Ctw.,,1399,WB5761E.jpg
WB5764E,14K Diamond Engagement Ring 3/4 ctw Complete,Bridal Bells,Engagement Ring,This Bridal Bells Complete ring is crafted with 108 diamonds to dazzle those around you. The ring is crafted out of 14 karat White Gold. Total diamond weight is 3/4 Ctw.,,1999,WB5764E.jpg
WB5764W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Say “I do” with the elegance of this wedding band. Crafted with 19 stones embedded on the side of this 14 karat gold band, the total diamond weight is 1/5 ctw.",,599,WB5764W.jpg
WB5765E,14K Diamond Engagement Ring 3/4 ctw Complete,Bridal Bells,Engagement Ring,This Bridal Bells Complete ring is crafted with 56 diamonds to dazzle those around you. The ring is crafted out of 14 karat White Gold. Total diamond weight is 3/4 Ctw.,,1999,WB5765E.jpg
WB5765W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat gold , this classic band features 19 sparkling diamonds. Total diamond weight is 1/5 ctw.",,599,WB5765W.jpg
WB5772IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 34 sparkling diamonds. Total diamond weight is 1/3 ctw.",,1049.0455,WB5772IR.jpg
WB5773IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 12 sparkling diamonds. Total diamond weight is 1/3 ctw.",,1049,WB5773IR.jpg
WB5774IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 22 sparkling diamonds. Total diamond weight is 1/2 ctw.",,1299,WB5774IR.jpg
WB5775IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 22 sparkling diamonds. Total diamond weight is 1/3 ctw.",,1049,WB5775IR.jpg
WB5776IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 28 sparkling diamonds. Total diamond weight is 5/8 ctw.",,1599,WB5776IR.jpg
WB5777IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 60 sparkling diamonds. Total diamond weight is 1 ctw.",,2199,WB5777IR.jpg
WB5778IR,14K Diamond Insert Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant diamond Insert wedding band. Crafted in 14 karat gold , this classic Insert band features 22 sparkling diamonds. Total diamond weight is 1/3 ctw.",,1049,WB5778IR.jpg
